text,label
我想喝一杯熱咖啡。,0
晚上我們一起去吃晚餐吧。,0
別忘了明天早上八點的會議。,0
下班後，我們可以去逛超市。,0
請記得帶你的雨傘，外面正在下雨。,0
這本書真的很好看，你一定要讀讀看。,0
這道菜的味道真棒，你是怎麼做的？,0
週末有時間一起看電影嗎？,0
今天真累，我想早點休息。,0
今天的天氣真好，適合散步。,0
我想喝一杯熱咖啡。,0
晚上我們一起去吃晚餐吧。,0
別忘了明天早上八點的會議。,0
下班後，我們可以去逛超市。,0
請記得帶你的雨傘，外面正在下雨。,0
這本書真的很好看，你一定要讀讀看。,0
這道菜的味道真棒，你是怎麼做的？,0
週末有時間一起看電影嗎？,0
今天真累，我想早點休息。,0
今天的天氣真好，適合散步。,0
我想喝一杯熱咖啡。,0
晚上我們一起去吃晚餐吧。,0
別忘了明天早上八點的會議。,0
下班後，我們可以去逛超市。,0
請記得帶你的雨傘，外面正在下雨。,0
這本書真的很好看，你一定要讀讀看。,0
這道菜的味道真棒，你是怎麼做的？,0
週末有時間一起看電影嗎？,0
今天真累，我想早點休息。,0
今天的天氣真好，適合散步。,0
我想喝一杯熱咖啡。,0
晚上我們一起去吃晚餐吧。,0
別忘了明天早上八點的會議。,0
下班後，我們可以去逛超市。,0
請記得帶你的雨傘，外面正在下雨。,0
這本書真的很好看，你一定要讀讀看。,0
這道菜的味道真棒，你是怎麼做的？,0
週末有時間一起看電影嗎？,0
今天真累，我想早點休息。,0
今天的天氣真好，適合散步。,0
我想喝一杯熱咖啡。,0
晚上我們一起去吃晚餐吧。,0
別忘了明天早上八點的會議。,0
下班後，我們可以去逛超市。,0
請記得帶你的雨傘，外面正在下雨。,0
這本書真的很好看，你一定要讀讀看。,0
這道菜的味道真棒，你是怎麼做的？,0
週末有時間一起看電影嗎？,0
今天真累，我想早點休息。,0
今天的天氣真好，適合散步。,0
我想喝一杯熱咖啡。,0
晚上我們一起去吃晚餐吧。,0
別忘了明天早上八點的會議。,0
下班後，我們可以去逛超市。,0
請記得帶你的雨傘，外面正在下雨。,0
這本書真的很好看，你一定要讀讀看。,0
這道菜的味道真棒，你是怎麼做的？,0
週末有時間一起看電影嗎？,0
今天真累，我想早點休息。,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
"The weather is great today, perfect for a walk.",0
I feel like having a cup of hot coffee.,0
Let's have dinner together tonight.,0
Don't forget about the meeting at 8 AM tomorrow.,0
We can go grocery shopping after work.,0
Remember to bring your umbrella; it's raining outside.,0
"This book is amazing, you should definitely read it.",0
This dish tastes great! How did you make it?,0
Do you have time to watch a movie this weekend?,0
I'm so tired today; I think I'll go to bed early.,0
社交工程,1
反病毒軟體,1
防毒軟體,1
反間諜軟體聯盟,1
ASC,1
Anti-Spyware Coalition,1
Anti Spyware Coalition,1
反網路釣魚工作小組,1
Anti-phishing working group,1
Anti phishing working group,1
反網路釣魚,1
反間諜軟體,1
間諜軟體,1
Asynchronous Transfer Mode,1
ATM非同步傳輸模式,1
APT,1
進階持續性滲透攻擊,1
Advanced Persistent Threat,1
Anti-Spyware,1
Anti-phishing,1
APWG,1
ASC,1
Anti-virus Program,1
Anti virus Program,1
ASRC亞太垃圾信特徵研究中心,1
ASRC亞太垃圾信研究中心,1
Asia Spam mail Research Center,1
電腦防毒軟體,1
anti-virus,1
anti virus,1
ADSL,1
非對稱數位用戶迴路,1
AP,1
access point,1
網路橋接器,1
無線基地台,1
access control,1
存取控制,1
CIA ,1
資安鐵三角,1
Availability,1
可用性,1
Authenticate,1
認證,1
Authorization,1
授權,1
Auditing,1
稽核,1
Accounting,1
算帳,1
Encryption,1
加密,1
黑帽駭客,1
hacker,1
Black hat hacker,1
Black hacker,1
BBS,1
Bulletin Board System,1
電子佈告欄系統,1
緩衝區溢位,1
Buffer Overflow,1
BSI,1
英國標準協會,1
BS7799英國資訊安全管理系統,1
英國資訊安全管理系統,1
BS7799,1
browser hijacker,1
瀏覽器綁架軟體,1
BotNet,1
瀏覽器綁架軟體,1
黑箱作業,1
Black Box Testing,1
後門程式,1
back door,1
資訊安全監控中心,1
Security Operation Center,1
SOC,1
電腦安全駭客,1
Computer Security Hacker,1
CME 計劃,1
CME,1
Common Malware Enumeration,1
CME Project,1
CNS27001,1
CEH,1
Certified Ethical Hacker,1
網際空間,1
駭客倫理認證,1
cyberspace,1
CSO,1
安全官,1
怪客,1
鬼客,1
cracker,1
網路紀錄,1
cookies,1
電腦鑑識,1
forensics,1
機密性,1
confidentiality,1
程式隱匿技術,1
Code obfuscation technique,1
國際資訊安全管理師,1
CISSP,1
Certified Information Systems Security Professional,1
資安官,1
CISO,1
cipher,1
密文,1
網頁掛馬,1
網頁隱藏式惡意連結,1
drive-by-downloads,1
Dos,1
阻斷服務攻擊,1
DDOS,1
DNS,1
Domain Name System,1
網域名稱系統,1
非軍事區域,1
DMZ,1
災難復原計畫,1
disaster recovery plan,1
災難復原,1
disaster recovery,1
數位簽章,1
Digital Signature,1
dictionary attack,1
字典攻擊法,1
密碼破解,1
DHCP,1
動態主機配置協議,1
Dynamic Host Configuration Protocol,1
分散式阻斷服務攻擊,1
資料分級,1
Data classification,1
Exploit,1
電腦系統的攻擊,1
外部網路,1
extranet,1
Evil Twin,1
雙面惡魔，即駭客使用兩張無線網卡，一張與HotSpot的無線基地台連線，另一張網卡則利用軟體驅動成「Soft AP」，並且設成和原HotSpot一樣的SSID，欺騙使用者與其連線。,1
道德駭客,1
Ethical Hacker,1
encryption,1
加密,1
欺騙性郵件,1
e-mail spoofing,1
email spoofing,1
electronic signature,1
電子簽章,1
EDI,1
電子資料交換,1
Electronic Data Interchange,1
足跡蒐集,1
Footprinting,1
指紋掃描,1
finger scanning,1
檔案傳輸協定,1
File Transfer Protocol,1
FTP,1
Global Secure Site,1
全球安全認證網站,1
grayware,1
灰色軟體,1
gray hat,1
亦正亦邪駭客,1
灰帽駭客,1
灰駭客,1
主機型入侵防禦系統,1
HIPS,1
流氓軟體,1
Hijacker,1
Honeynet,1
誘捕網路,1
Honeypot,1
惡作劇病毒,1
網路協定,1
hoax,1
Internet Protocol,1
IP,1
ISO 27001,1
ISO 17799,1
資訊安全管理系統,1
ISMS,1
IRP,1
事件應變計畫,1
Incident Response Plan,1
IPsec,1
網際網路通訊協定安全性,1
IPS,1
入侵防禦系統,1
intrusion prevention system,1
IPR,1
智慧財產權,1
入侵,1
intrusion,1
Intranet,1
企業內部網路,1
網路掃瞄,1
網路協定,1
Internet Scanning,1
internet protocol,1
integrity,1
完整性,1
information system auditor,1
資訊系統稽核,1
資訊資產,1
information assets,1
入侵偵測系統,1
intrusion detection system,1
IDS,1
Instant Messenger,1
即時通訊系統,1
IM,1
全球知名的英國標準-資訊安全管理系統BS7799-2:2002已於2005年10月15日改版並發布為ISO/IEC 27001:2005國際標準。,1
joke program,1
玩笑程式，一種捉弄使用者的程式,1
key logger,1
金鑰,1
KEY,1
鍵盤側錄程式,1
Land attack,1
陸地攻擊,1
攻擊方式與SYN floods類似，也是分散式阻斷服務攻擊DDoS的方法之一。不過在LAND attack攻擊包中的原位址和標的位址都是攻擊物件的IP。這種攻擊會導致被攻擊的機器無窮迴圈，最終耗盡資源而死機。,1
log,1
日誌,1
電腦的日記,1
LAN,1
區域網路,1
Local Area Network,1
logic bomb,1
邏輯炸彈,1
一種惡意程式碼，插入程式後一直潛伏，直到發生特定事件，如符合特定日期條件或使用者輸入了特定指令。這時，邏輯炸彈便會觸發，通常會在使用者不知情或未授權情況下破壞或修改資料。,1
不幸小餅干,1
Misfortune Cookie,1
Melissa virus,1
梅麗莎病毒,1
"梅麗莎病毒，""Melissa virus""是電子郵件病毒的一種。",1
中間人攻擊,1
Man-in-the-Middle Attack,1
網頁隱藏式惡意連結,1
Malicious URL injection,1
惡意程式,1
malicious code,1
macro virus,1
巨集病毒,1
MAC,1
媒體存取控制,1
Media Access Control,1
網路型入侵防禦系統,1
Network IPS,1
網路位址轉換,1
Network Address Translation,1
NAT,1
non-repudiation,1
不可否認性,1
netbus,1
殭屍網路，一種木馬程式。,1
重寫病毒,1
overwriting virus,1
重寫病毒，屬於檔案型病毒的一種,1
公開金鑰,1
私密金鑰,1
private key,1
public key,1
伺服器,1
proxy,1
proxy server,1
埠號,1
port number,1
port,1
明文,1
plaintext,1
公開金鑰基礎建設,1
PKI,1
PIN,1
個人識別碼,1
盜撥,1
phreaking,1
phishing,1
pharming,1
網路釣魚,1
網址轉嫁,1
PGP,1
Pretty Good Privacy，是一套供人安全交換文件檔案的保密工具,1
網路安全軟體,1
Pretty Good Privacy,1
個人防火牆,1
personal firewall,1
penetration testing,1
滲透測試,1
patch,1
修補程式,1
password dump,1
password cracker,1
password,1
P2P,1
密碼傾印，指以反覆讀取檔案的方式，透過電腦程式將大量儲存在電腦裏的密碼複製到另一份檔案。,1
密碼破解者,1
密碼,1
peer to peer的意思，是一種節點與節點間直接溝通的技術點對點傳輸,1
peer to peer,1
quarantine folder,1
檔案隔離,1
Rootkit,1
根工具箱，Rootkit主要功能為隱藏其他程式行程的軟體，可能是一個或一個以上的軟體組合,1
rounding Down,1
relay,1
RAT,1
薩拉米技術,1
去尾法，與『薩拉米技術』同屬駭客竊取財務的犯罪手法，常被利用於財務資料的犯罪中。『去尾法』的犯罪方式是將數字四捨五入至最小整數後，才竊取其小數點後的尾數。因竊取的金額很小，交易單位不易發現，駭客可藉此將這些金額竊取轉至犯罪者的帳戶中。,1
轉寄,1
Remote Administration Tool 遠端存取特洛伊木馬程式，可讓不法份子經由網際網路連線,1
SSH,1
Secure shell protocol,1
安全外殼協定,1
Sandbox,1
沙盒，為一種安全性機制可分離解析執行中的程式,1
SYN flood,1
Script kids,1
Symmetric Cryptosystem,1
Stealth viru,1
SSL,1
SQL Injection,1
spyware,1
spoofing,1
splog,1
spear phishing,1
spam island-hopping,1
spam,1
洪水攻擊，洪水攻擊是一種駭客透過向伺服端發送虛假的包以欺騙伺服器的做法，也是分散式阻斷服務攻擊DDoS的方式之一。,1
指令碼小孩,1
對稱式密碼系統,1
隱形病毒，是一種會嘗試躲避偵測的病毒,1
Secure Socket Layer 加密通訊協定,1
隱碼攻擊,1
間諜程式,1
欺騙,1
垃圾部落格,1
魚叉式網路釣魚,1
跳島垃圾信,1
垃圾郵件,1
Secure Socket Layer,1
洪水攻擊,1
social engineering,1
網路竊聽,1
sniffing,1
會話劫持,1
session hijack,1
安全閘道,1
security gateway,1
Salami Technique,1
撒拉米技術,1
撒拉米技術，一種用於舞弊或駭客犯罪的手法，常使用於財務資料的犯罪,1
Twinge attack,1
Twinge attack是一個以網際網路為基礎的電腦網路術語。Twinge attack是一種洪水攻擊 (flood)，利用假的 ICMP (Internet Control Message Protocol) 封包試圖癱瘓電腦系統。,1
Time bomb,1
時間炸彈，是一段隱藏的程式碼，當執行一段時間後，將於特定某個時間造成電腦系統的損害或損失,1
時間炸彈,1
Transmission Control Protocol/Internet Protocol,1
網路通訊協定,1
TCP /IP,1
特洛依木馬程式，是一種惡意程式,1
Trojan Horses,1
time stamping,1
時間郵戳，如同郵件上的日期郵戳一樣，記載著郵件存在、發送、接收與閱讀的日期，在電子商務或電子文件傳送與接收的安全性中扮演著很重要的角色。如PKI(公開金鑰基礎建設機制)就是加入了時間郵戳的運用，能夠證明在特定時間點文件或訊息的存在而強化了不可否認的特性。,1
時間郵戳,1
UAC,1
USB,1
UPS,1
unsolicited mail,1
User Account Control 使用者帳戶控制,1
Universe Serial Bus 通用性串列匯流排,1
不斷電系統,1
未經允許的郵件,1
User Account Control,1
Universe Serial Bus,1
Vulnerability scanner,1
VPN,1
vulnerability,1
VoIP Phishing,1
VoIP,1
virus,1
VeriChip,1
漏洞掃描器,1
虛擬私人網路,1
漏洞,1
語音網路釣魚,1
Voice over IP 網路電話,1
電腦病毒,1
人體晶片,1
Voice over IP,1
WEP,1
Web 2.0,1
White hat hacker,1
worm,1
WLAN,1
War Driving駕駛攻擊,1
WAN,1
Wired Equivalent Privacy 有線等效保密,1
Web 2.0，是一個用來闡明技術轉變的術語，最早出現於2004年，源自於軟體業，如同軟體一樣，在新版本軟體程式賦予遞增的版本編號。,1
白帽駭客,1
蠕蟲,1
Wireless LAN，無線區域網路,1
駕駛攻擊，即駭客帶著無線裝置到處掃瞄尋找可連線的無線網路。,1
Wide Area Networks 廣域網路,1
Wired Equivalent Privacy,1
Wireless LAN,1
XSS,1
Cross Site Scripting,1
跨網站指令碼,1
零日攻擊、零時差攻擊，在軟體上發現安全漏洞，並在問題被廣泛公佈及修正之前，對其脆弱性進行的惡性攻擊。,1
零日攻擊,1
零時差攻擊,1
殭屍網路,1
zombie networks,1
Zero-Day attack,1
Zero Day attack,1
I'll text you later to confirm the plan.,0
Can you text me the address?,0
I didn’t see your text until just now.,0
"Let me know when you're free, and I'll text you.",0
"Sorry, I forgot to reply to your text.",0
"I saw your text, but I was too busy to reply.",0
Did you get my text?,0
Please text me back as soon as you can.,0
I'll text you once I get there.,0
The text you sent was super helpful. Thanks!,0
我們需要分析數據後再做決定。,0
